edited_type,index,condition_video,condition_image,prompt
local_add,00184,IntelligentVBench/videos/TIV2V/00184.mp4,IntelligentVBench/images/TIV2V/00184.png,add the person in the image standing in the center and slowly bowing
local_add,00185,IntelligentVBench/videos/TIV2V/00185.mp4,IntelligentVBench/images/TIV2V/00185.png,add the small wooden stool in the image near the base of the blue curtain to the right of the person.
local_add,00186,IntelligentVBench/videos/TIV2V/00186.mp4,IntelligentVBench/images/TIV2V/00186.png,"add the pigeon in the image onto the cobblestone street near the man's feet, slightly to the left."
local_add,00187,IntelligentVBench/videos/TIV2V/00187.mp4,IntelligentVBench/images/TIV2V/00187.png,"add the animated kite in the image, floating freely in the sky."
local_add,00188,IntelligentVBench/videos/TIV2V/00188.mp4,IntelligentVBench/images/TIV2V/00188.png,add the clear glass of water in the image on the wooden cutting board.
local_add,00189,IntelligentVBench/videos/TIV2V/00189.mp4,IntelligentVBench/images/TIV2V/00189.png,add the seagull in the image flying in the sky near the top left quadrant.
local_add,00190,IntelligentVBench/videos/TIV2V/00190.mp4,IntelligentVBench/images/TIV2V/00190.png,add the small potted green plant in the image on the white shelf behind the man near the 'barkley' sign.
local_add,00191,IntelligentVBench/videos/TIV2V/00191.mp4,IntelligentVBench/images/TIV2V/00191.png,add the coffee mug in the image onto the desk near the keyboard.
local_add,00192,IntelligentVBench/videos/TIV2V/00192.mp4,IntelligentVBench/images/TIV2V/00192.png,add the round wall clock in the image onto the empty wall space
local_add,00193,IntelligentVBench/videos/TIV2V/00193.mp4,IntelligentVBench/images/TIV2V/00193.png,add the wooden hiking stick in the image to be held in the  hand of the person walking.
local_add,00194,IntelligentVBench/videos/TIV2V/00194.mp4,IntelligentVBench/images/TIV2V/00194.png,add the pair of black-framed sunglasses in the image on the person's eyes.
local_add,00195,IntelligentVBench/videos/TIV2V/00195.mp4,IntelligentVBench/images/TIV2V/00195.png,add the snowman in the image to stand on the snow field near the footprints.
local_add,00196,IntelligentVBench/videos/TIV2V/00196.mp4,IntelligentVBench/images/TIV2V/00196.png,add the wooden chopsticks in the image diagonally across the bottom right edge of the plate.
local_add,00197,IntelligentVBench/videos/TIV2V/00197.mp4,IntelligentVBench/images/TIV2V/00197.png,add the quadcopter drone in the image hovering above the off-road vehicle.
local_add,00198,IntelligentVBench/videos/TIV2V/00198.mp4,IntelligentVBench/images/TIV2V/00198.png,add the bicycle in the image leaning against the street light on the left side.
local_add,00199,IntelligentVBench/videos/TIV2V/00199.mp4,IntelligentVBench/images/TIV2V/00199.png,add the checkered kitchen towel in the image draped over the edge of the kitchen island in front of the woman.
local_add,00200,IntelligentVBench/videos/TIV2V/00200.mp4,IntelligentVBench/images/TIV2V/00200.png,add the floor lamp in the image behind the man on the right.
local_add,00201,IntelligentVBench/videos/TIV2V/00201.mp4,IntelligentVBench/images/TIV2V/00201.png,add the red canoe in the image floating on the water near the left side.
local_add,00202,IntelligentVBench/videos/TIV2V/00202.mp4,IntelligentVBench/images/TIV2V/00202.png,add the small white motorboat in the image on the water.
local_add,00203,IntelligentVBench/videos/TIV2V/00203.mp4,IntelligentVBench/images/TIV2V/00203.png,add the wristwatch in the image on the wrist of the hand holding the pear.
local_add,00204,IntelligentVBench/videos/TIV2V/00204.mp4,IntelligentVBench/images/TIV2V/00204.png,add the colorful throw pillow in the image lying on the woman's back.
local_add,00205,IntelligentVBench/videos/TIV2V/00205.mp4,IntelligentVBench/images/TIV2V/00205.png,add the dark green backpack in the image onto the person's back.
local_add,00206,IntelligentVBench/videos/TIV2V/00206.mp4,IntelligentVBench/images/TIV2V/00206.png,add the wall clock in the image to the plain wall to the left of the person.
local_add,00207,IntelligentVBench/videos/TIV2V/00207.mp4,IntelligentVBench/images/TIV2V/00207.png,add the small glass vase with flowers in the image onto the wooden table near the coffee cup.
local_add,00208,IntelligentVBench/videos/TIV2V/00208.mp4,IntelligentVBench/images/TIV2V/00208.png,add the seagull in the image to stand on the sand.
local_add,00209,IntelligentVBench/videos/TIV2V/00209.mp4,IntelligentVBench/images/TIV2V/00209.png,add the delicate silver chain necklace in the image around the person's neck.
local_add,00210,IntelligentVBench/videos/TIV2V/00210.mp4,IntelligentVBench/images/TIV2V/00210.png,add the colorful patterned scarf in the image around the person's neck.
