index,first_frame,last_frame,prompt
00161,IntelligentVBench/images/Interpolative_DI2V/00161_first.png,IntelligentVBench/images/Interpolative_DI2V/00161_last.png,"Character turns head, revealing glowing pink eye amidst floating light particles."
00162,IntelligentVBench/images/Interpolative_DI2V/00162_first.png,IntelligentVBench/images/Interpolative_DI2V/00162_last.png,"Elderly man turns, revealing boy waking up on rocky terrain."
00163,IntelligentVBench/images/Interpolative_DI2V/00163_first.png,IntelligentVBench/images/Interpolative_DI2V/00163_last.png,From blur to focus: Joker stands menacingly with gun in graffiti subway.
00164,IntelligentVBench/images/Interpolative_DI2V/00164_first.png,IntelligentVBench/images/Interpolative_DI2V/00164_last.png,Man stands firm as fire trails swirl dramatically around him at night.
00165,IntelligentVBench/images/Interpolative_DI2V/00165_first.png,IntelligentVBench/images/Interpolative_DI2V/00165_last.png,Woman lifts gaze from downcast to meet someone nearby.
00166,IntelligentVBench/images/Interpolative_DI2V/00166_first.png,IntelligentVBench/images/Interpolative_DI2V/00166_last.png,Person aims gun at calm ape's head; ape closes eyes slowly.
00167,IntelligentVBench/images/Interpolative_DI2V/00167_first.png,IntelligentVBench/images/Interpolative_DI2V/00167_last.png,"Woman shifts hand from jaw to collarbone, maintaining concerned gaze off-camera."
00168,IntelligentVBench/images/Interpolative_DI2V/00168_first.png,IntelligentVBench/images/Interpolative_DI2V/00168_last.png,"She walks toward light, turns, then shields her eyes by the window."
00169,IntelligentVBench/images/Interpolative_DI2V/00169_first.png,IntelligentVBench/images/Interpolative_DI2V/00169_last.png,"Man squints through camera, then pulls back, contemplatively assessing his shot."
00170,IntelligentVBench/images/Interpolative_DI2V/00170_first.png,IntelligentVBench/images/Interpolative_DI2V/00170_last.png,"Woman's lips part slightly as plastic wrap shifts, maintaining intense gaze."
00171,IntelligentVBench/images/Interpolative_DI2V/00171_first.png,IntelligentVBench/images/Interpolative_DI2V/00171_last.png,Hand clenches into fist as camera reveals determined military man's face.
00172,IntelligentVBench/images/Interpolative_DI2V/00172_first.png,IntelligentVBench/images/Interpolative_DI2V/00172_last.png,"Woman shifts gaze from downcast to directly facing camera, hand still on cheek."
00173,IntelligentVBench/images/Interpolative_DI2V/00173_first.png,IntelligentVBench/images/Interpolative_DI2V/00173_last.png,Woman turns head as camera zooms in on her contemplative face.
00174,IntelligentVBench/images/Interpolative_DI2V/00174_first.png,IntelligentVBench/images/Interpolative_DI2V/00174_last.png,Astronaut turns from worried gaze to operating control panel.
00175,IntelligentVBench/images/Interpolative_DI2V/00175_first.png,IntelligentVBench/images/Interpolative_DI2V/00175_last.png,"She lifts the glass, sipping slowly with eyes closed in serene contemplation."
00176,IntelligentVBench/images/Interpolative_DI2V/00176_first.png,IntelligentVBench/images/Interpolative_DI2V/00176_last.png,"Man slowly rises, revealing solemn expression in dim, focused setting."
00177,IntelligentVBench/images/Interpolative_DI2V/00177_first.png,IntelligentVBench/images/Interpolative_DI2V/00177_last.png,"Sad woman is comforted with a warm, supportive embrace."
00178,IntelligentVBench/images/Interpolative_DI2V/00178_first.png,IntelligentVBench/images/Interpolative_DI2V/00178_last.png,"Man lifts head, stands; others watch, tension lingers."
00179,IntelligentVBench/images/Interpolative_DI2V/00179_first.png,IntelligentVBench/images/Interpolative_DI2V/00179_last.png,"Character struggles against wind, then turns, shielding head in distress."
00180,IntelligentVBench/images/Interpolative_DI2V/00180_first.png,IntelligentVBench/images/Interpolative_DI2V/00180_last.png,"Man in suit turns head, intensifying conversation on moving train."
00181,IntelligentVBench/images/Interpolative_DI2V/00181_first.png,IntelligentVBench/images/Interpolative_DI2V/00181_last.png,"Girl lifts head, eyes widen in surprise against cloud-filled sky."
00182,IntelligentVBench/images/Interpolative_DI2V/00182_first.png,IntelligentVBench/images/Interpolative_DI2V/00182_last.png,Camera tilts up from dough-kneading hands to reveal girl's pensive face.
00183,IntelligentVBench/images/Interpolative_DI2V/00183_first.png,IntelligentVBench/images/Interpolative_DI2V/00183_last.png,The woman places binoculars on the blue character as others react with surprise and annoyance.
00184,IntelligentVBench/images/Interpolative_DI2V/00184_first.png,IntelligentVBench/images/Interpolative_DI2V/00184_last.png,"Woman's concern deepens as man turns, revealing tense interaction in dusty chamber."
00185,IntelligentVBench/images/Interpolative_DI2V/00185_first.png,IntelligentVBench/images/Interpolative_DI2V/00185_last.png,"Woman sips wine, then lowers glass, maintaining serene expression in dim light."
00186,IntelligentVBench/images/Interpolative_DI2V/00186_first.png,IntelligentVBench/images/Interpolative_DI2V/00186_last.png,"The man leans closer, gently nuzzling the woman's temple as they share a tender moment."
00187,IntelligentVBench/images/Interpolative_DI2V/00187_first.png,IntelligentVBench/images/Interpolative_DI2V/00187_last.png,Woman closes eyes and leans in for a kiss with man.
00188,IntelligentVBench/images/Interpolative_DI2V/00188_first.png,IntelligentVBench/images/Interpolative_DI2V/00188_last.png,The woman's focused gaze shifts slightly as she continues calligraphy.
00189,IntelligentVBench/images/Interpolative_DI2V/00189_first.png,IntelligentVBench/images/Interpolative_DI2V/00189_last.png,Her expression shifts from focused to emotionally intense as she sings.
00190,IntelligentVBench/images/Interpolative_DI2V/00190_first.png,IntelligentVBench/images/Interpolative_DI2V/00190_last.png,"Orange character dances excitedly; teal character watches, while purple remains skeptical."
00191,IntelligentVBench/images/Interpolative_DI2V/00191_first.png,IntelligentVBench/images/Interpolative_DI2V/00191_last.png,"Bandaged hands pull down mask, revealing determined face under goggles."
00192,IntelligentVBench/images/Interpolative_DI2V/00192_first.png,IntelligentVBench/images/Interpolative_DI2V/00192_last.png,Woman gazes upward as hand reveals old book against brick wall.
00193,IntelligentVBench/images/Interpolative_DI2V/00193_first.png,IntelligentVBench/images/Interpolative_DI2V/00193_last.png,Adult comforts crying girl holding toys with gentle embrace.
00194,IntelligentVBench/images/Interpolative_DI2V/00194_first.png,IntelligentVBench/images/Interpolative_DI2V/00194_last.png,"She looks down, picks up a gun, and holds it up."
00195,IntelligentVBench/images/Interpolative_DI2V/00195_first.png,IntelligentVBench/images/Interpolative_DI2V/00195_last.png,"They hold their embrace, conveying deep emotional connection and comfort."
00196,IntelligentVBench/images/Interpolative_DI2V/00196_first.png,IntelligentVBench/images/Interpolative_DI2V/00196_last.png,"Her pensive gaze softens into a gentle, knowing smile at sunset."
00197,IntelligentVBench/images/Interpolative_DI2V/00197_first.png,IntelligentVBench/images/Interpolative_DI2V/00197_last.png,"Blonde woman smiles, then turns away in cozy kitchen."
00198,IntelligentVBench/images/Interpolative_DI2V/00198_first.png,IntelligentVBench/images/Interpolative_DI2V/00198_last.png,Group scatters as golden robot with top hat emerges mysteriously.
00199,IntelligentVBench/images/Interpolative_DI2V/00199_first.png,IntelligentVBench/images/Interpolative_DI2V/00199_last.png,Man raises revolver from his side to aim forward steadily.
00200,IntelligentVBench/images/Interpolative_DI2V/00200_first.png,IntelligentVBench/images/Interpolative_DI2V/00200_last.png,"Woman lifts head, gazes intently at blindfolded man."
00201,IntelligentVBench/images/Interpolative_DI2V/00201_first.png,IntelligentVBench/images/Interpolative_DI2V/00201_last.png,"Woman lifts veil, revealing intense gaze, maintaining solemn expression."
00202,IntelligentVBench/images/Interpolative_DI2V/00202_first.png,IntelligentVBench/images/Interpolative_DI2V/00202_last.png,"She walks toward the mirror, smiling softly at her reflection."
00203,IntelligentVBench/images/Interpolative_DI2V/00203_first.png,IntelligentVBench/images/Interpolative_DI2V/00203_last.png,"Warrior leader raises sword, shouts command as camera zooms in on his face."
00204,IntelligentVBench/images/Interpolative_DI2V/00204_first.png,IntelligentVBench/images/Interpolative_DI2V/00204_last.png,Woman with instrument case walks past reading woman on platform.
00205,IntelligentVBench/images/Interpolative_DI2V/00205_first.png,IntelligentVBench/images/Interpolative_DI2V/00205_last.png,Camera tilts up from hands to reveal man's thoughtful face.
00206,IntelligentVBench/images/Interpolative_DI2V/00206_first.png,IntelligentVBench/images/Interpolative_DI2V/00206_last.png,"Man in suit turns, speaks animatedly, and gestures toward horizon."
00207,IntelligentVBench/images/Interpolative_DI2V/00207_first.png,IntelligentVBench/images/Interpolative_DI2V/00207_last.png,"Man walks to window, parts curtain, peers outside with tense expression."
00208,IntelligentVBench/images/Interpolative_DI2V/00208_first.png,IntelligentVBench/images/Interpolative_DI2V/00208_last.png,"Woman cries, embraces, then pulls back to intensely gaze at companion."
00209,IntelligentVBench/images/Interpolative_DI2V/00209_first.png,IntelligentVBench/images/Interpolative_DI2V/00209_last.png,"Woman dabs face with powder puff, transitioning from pensive to distressed."
00210,IntelligentVBench/images/Interpolative_DI2V/00210_first.png,IntelligentVBench/images/Interpolative_DI2V/00210_last.png,"Man embraces younger person, closing eyes then reopening them in emotional moment."
00211,IntelligentVBench/images/Interpolative_DI2V/00211_first.png,IntelligentVBench/images/Interpolative_DI2V/00211_last.png,Man and woman walk hand-in-hand toward colonial house on overcast day.
00212,IntelligentVBench/images/Interpolative_DI2V/00212_first.png,IntelligentVBench/images/Interpolative_DI2V/00212_last.png,Camera tilts from man's face to his hands playing keyboard.
00213,IntelligentVBench/images/Interpolative_DI2V/00213_first.png,IntelligentVBench/images/Interpolative_DI2V/00213_last.png,"Boy smiles, camera shifts to woman offering him food."
00214,IntelligentVBench/images/Interpolative_DI2V/00214_first.png,IntelligentVBench/images/Interpolative_DI2V/00214_last.png,"Man turns head away, gaze shifting from camera to off-screen."
00215,IntelligentVBench/images/Interpolative_DI2V/00215_first.png,IntelligentVBench/images/Interpolative_DI2V/00215_last.png,Woman's joyful laugh turns to thoughtful smile as man watches with amusement.
00216,IntelligentVBench/images/Interpolative_DI2V/00216_first.png,IntelligentVBench/images/Interpolative_DI2V/00216_last.png,Another man rushes in to help the injured man on the grass.
00217,IntelligentVBench/images/Interpolative_DI2V/00217_first.png,IntelligentVBench/images/Interpolative_DI2V/00217_last.png,Camera tilts up from dirty hand to reveal injured man's weary face.
00218,IntelligentVBench/images/Interpolative_DI2V/00218_first.png,IntelligentVBench/images/Interpolative_DI2V/00218_last.png,"They gaze, kiss gently, then rest foreheads together in intimacy."
00219,IntelligentVBench/images/Interpolative_DI2V/00219_first.png,IntelligentVBench/images/Interpolative_DI2V/00219_last.png,"An older man enters, placing a hand on the young man's shoulder."
00220,IntelligentVBench/images/Interpolative_DI2V/00220_first.png,IntelligentVBench/images/Interpolative_DI2V/00220_last.png,"Boy looks down, puts on glasses, then stares forward intently."
00221,IntelligentVBench/images/Interpolative_DI2V/00221_first.png,IntelligentVBench/images/Interpolative_DI2V/00221_last.png,"Man looks down thoughtfully, then raises camera to eye to photograph."
00222,IntelligentVBench/images/Interpolative_DI2V/00222_first.png,IntelligentVBench/images/Interpolative_DI2V/00222_last.png,"Men exit shadow into light, walking past Gothic building as one points ahead."
00223,IntelligentVBench/images/Interpolative_DI2V/00223_first.png,IntelligentVBench/images/Interpolative_DI2V/00223_last.png,Purple-haired anime character lifts head from downcast to thoughtful gaze.
00224,IntelligentVBench/images/Interpolative_DI2V/00224_first.png,IntelligentVBench/images/Interpolative_DI2V/00224_last.png,One armored figure places hand on another's shoulder in forest.
00225,IntelligentVBench/images/Interpolative_DI2V/00225_first.png,IntelligentVBench/images/Interpolative_DI2V/00225_last.png,A hand gently strokes the injured woman's head in a caring gesture.
00226,IntelligentVBench/images/Interpolative_DI2V/00226_first.png,IntelligentVBench/images/Interpolative_DI2V/00226_last.png,"Man gazes upward as fireworks explode, filling the night sky with color."
00227,IntelligentVBench/images/Interpolative_DI2V/00227_first.png,IntelligentVBench/images/Interpolative_DI2V/00227_last.png,Soldier dons gas mask amid smoke as comrade stands guard nearby.
00228,IntelligentVBench/images/Interpolative_DI2V/00228_first.png,IntelligentVBench/images/Interpolative_DI2V/00228_last.png,"Woman covers boy's eyes, shielding him from distressing sight."
00229,IntelligentVBench/images/Interpolative_DI2V/00229_first.png,IntelligentVBench/images/Interpolative_DI2V/00229_last.png,Man in green attire kisses woman's hand with intense focus.
00230,IntelligentVBench/images/Interpolative_DI2V/00230_first.png,IntelligentVBench/images/Interpolative_DI2V/00230_last.png,Woman leans down to speak earnestly with bear in red hat.
00231,IntelligentVBench/images/Interpolative_DI2V/00231_first.png,IntelligentVBench/images/Interpolative_DI2V/00231_last.png,Ape leader turns from contemplative gaze to face a young ape beside him.
00232,IntelligentVBench/images/Interpolative_DI2V/00232_first.png,IntelligentVBench/images/Interpolative_DI2V/00232_last.png,An older man's tie is adjusted during a security pat-down at an airport.
00233,IntelligentVBench/images/Interpolative_DI2V/00233_first.png,IntelligentVBench/images/Interpolative_DI2V/00233_last.png,One character lifts an axe while the other watches intently.
00234,IntelligentVBench/images/Interpolative_DI2V/00234_first.png,IntelligentVBench/images/Interpolative_DI2V/00234_last.png,"Man raises object, shifting from stillness to tense action under power lines."
00235,IntelligentVBench/images/Interpolative_DI2V/00235_first.png,IntelligentVBench/images/Interpolative_DI2V/00235_last.png,"Woman peeks from door, expression shifts to surprise."
00236,IntelligentVBench/images/Interpolative_DI2V/00236_first.png,IntelligentVBench/images/Interpolative_DI2V/00236_last.png,"He raises the blade, shifting from concentration to intense focus."
00237,IntelligentVBench/images/Interpolative_DI2V/00237_first.png,IntelligentVBench/images/Interpolative_DI2V/00237_last.png,"Girl shifts from apprehensive to determined, preparing to knock on door."
00238,IntelligentVBench/images/Interpolative_DI2V/00238_first.png,IntelligentVBench/images/Interpolative_DI2V/00238_last.png,"She gently massages cream from neck to shoulder, eyes closed in calm focus."
00239,IntelligentVBench/images/Interpolative_DI2V/00239_first.png,IntelligentVBench/images/Interpolative_DI2V/00239_last.png,Camera tilts up from bloody arm to distressed man's face in desert.
00240,IntelligentVBench/images/Interpolative_DI2V/00240_first.png,IntelligentVBench/images/Interpolative_DI2V/00240_last.png,Woman caresses man's face as they lean closer for a kiss.
00241,IntelligentVBench/images/Interpolative_DI2V/00241_first.png,IntelligentVBench/images/Interpolative_DI2V/00241_last.png,Hands open case to reveal violin nestled in foam padding.
00242,IntelligentVBench/images/Interpolative_DI2V/00242_first.png,IntelligentVBench/images/Interpolative_DI2V/00242_last.png,"Woman looks up at man, then down; he watches her with concern."
00243,IntelligentVBench/images/Interpolative_DI2V/00243_first.png,IntelligentVBench/images/Interpolative_DI2V/00243_last.png,"Woman turns from profile to face camera with intense, focused expression."
00244,IntelligentVBench/images/Interpolative_DI2V/00244_first.png,IntelligentVBench/images/Interpolative_DI2V/00244_last.png,Camera tilts up from bruised woman to menacing chef holding cleaver.
00245,IntelligentVBench/images/Interpolative_DI2V/00245_first.png,IntelligentVBench/images/Interpolative_DI2V/00245_last.png,"Man jolts awake, leaps from bed, and rushes toward unseen threat."
00246,IntelligentVBench/images/Interpolative_DI2V/00246_first.png,IntelligentVBench/images/Interpolative_DI2V/00246_last.png,"Man in suit picks card, reflection mirrors his focused action."
00247,IntelligentVBench/images/Interpolative_DI2V/00247_first.png,IntelligentVBench/images/Interpolative_DI2V/00247_last.png,"Hand scoops cherries, lifts, and lets them cascade back into the basket."
00248,IntelligentVBench/images/Interpolative_DI2V/00248_first.png,IntelligentVBench/images/Interpolative_DI2V/00248_last.png,Camera tilts down to reveal young person atop woman's shoulders in snow.
00249,IntelligentVBench/images/Interpolative_DI2V/00249_first.png,IntelligentVBench/images/Interpolative_DI2V/00249_last.png,"Boy runs closer, expression shifts from joy to surprise."
00250,IntelligentVBench/images/Interpolative_DI2V/00250_first.png,IntelligentVBench/images/Interpolative_DI2V/00250_last.png,Boy watches father's glowing skeleton fade after collapsing.
