index,ref_image_path,prompt
00241,IntelligentVBench/images/Implicit_I2V/00241.png,The computing team concluded their excited reaction to a successful outcome displayed on the monitors.
00242,IntelligentVBench/images/Implicit_I2V/00242.png,To engage in physical training by demonstrating the proper execution of continuous push-up repetitions.
00243,IntelligentVBench/images/Implicit_I2V/00243.png,"To perform an intense, stylized segment of synchronized choreography, emphasizing the group's unity and stage presence during a performance introduction."
00244,IntelligentVBench/images/Implicit_I2V/00244.png,The friends react strongly and diversely to a dramatic moment in the film.
00245,IntelligentVBench/images/Implicit_I2V/00245.png,The instructor is guiding the class through a yoga pose while participants maintain their positions.
00246,IntelligentVBench/images/Implicit_I2V/00246.png,The person is repainting a cabinet door to refresh its appearance
00247,IntelligentVBench/images/Implicit_I2V/00247.png,The military officials are participating in a solemn ceremonial event requiring strict adherence to formal posture and stillness.
00248,IntelligentVBench/images/Implicit_I2V/00248.png,The man is performing a choreographed dance routine to express artistic movement through synchronized gestures.
00249,IntelligentVBench/images/Implicit_I2V/00249.png,The cook stirs the soup to ensure even cooking and prevent ingredients from clumping.
00250,IntelligentVBench/images/Implicit_I2V/00250.png,The character is regaining consciousness after sustaining severe injuries.
