index,subject_img_1,subject_img_2,background_img,prompt
00105,IntelligentVBench/images/Compositional_MI2V/subject2/00105_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject2/00105_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject2/00105_background.png,"The camera pans steadily from left to right. As this occurs, the silver car in the first image gradually moves out of the frame to the right. Concurrently, the view of the white car in the second image shifts, revealing more of its interior and roof over the background shown in the third image."
00106,IntelligentVBench/images/Compositional_MI2V/subject2/00106_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject2/00106_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject2/00106_background.png,"The man in the first image holds up a small red object while laughing in the background shown in the third image. The woman in the second image laughs joyfully, opening her mouth wide and raising her hands to her face. They share an expressive moment of amusement together."
00107,IntelligentVBench/images/Compositional_MI2V/subject2/00107_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject2/00107_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject2/00107_background.png,"The police officer in the first image talked to the cyclist in the second image over the background in the third image. Then the police officer turned and left, leaving the cyclist to look at him."
00108,IntelligentVBench/images/Compositional_MI2V/subject2/00108_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject2/00108_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject2/00108_background.png,"The man in the first image spins around while holding the woman in the second image in his arms, both smiling at each other in a modern outdoor setting over the background shown in the third image."
00109,IntelligentVBench/images/Compositional_MI2V/subject2/00109_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject2/00109_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject2/00109_background.png,The pig in the first image and the dog in the second image were running on the street in the background shown in the third image. And then the dog jumped onto a moving truck.
00110,IntelligentVBench/images/Compositional_MI2V/subject2/00110_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject2/00110_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject2/00110_background.png,The baby in the first image is playing with the antennae on the man in the second image's head over the background in the third image.
00111,IntelligentVBench/images/Compositional_MI2V/subject2/00111_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject2/00111_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject2/00111_background.png,"The fox in the first image and the rabbit in the second image are having a conversation over the background in the third image when a loud noise interrupts them, causing their expressions to instantly turn to fear."
00112,IntelligentVBench/images/Compositional_MI2V/subject2/00112_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject2/00112_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject2/00112_background.png,"The man in the first image and the man in the second image are clashing in a boxing ring over the background shown in the third image, with one fighter throwing punches and the other getting hit."
00113,IntelligentVBench/images/Compositional_MI2V/subject2/00113_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject2/00113_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject2/00113_background.png,The blue robot in the first image and the yellow robot in the second image battled on a metal structure under a cloudy sky over the background shown in the third image.
00114,IntelligentVBench/images/Compositional_MI2V/subject2/00114_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject2/00114_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject2/00114_background.png,"The man in the first image and the woman in the second image, dressed in business attire, are interacting while walking in the lobby of a luxury hotel over the background shown in the third image."
00115,IntelligentVBench/images/Compositional_MI2V/subject2/00115_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject2/00115_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject2/00115_background.png,"The orange cat in the first image and the black cat in the second image dance with umbrellas in a hilly, outdoor setting over the background shown in the third image."
00116,IntelligentVBench/images/Compositional_MI2V/subject2/00116_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject2/00116_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject2/00116_background.png,"The green one-eyed monster in the first image performs and speaks exaggeratedly next to the large blue furry monster in the second image, with comical movements over the background in the third image."
00117,IntelligentVBench/images/Compositional_MI2V/subject2/00117_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject2/00117_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject2/00117_background.png,The man in the first image and the woman in the second image open their mouths wide with exaggerated expressions in a moving car over the background shown in the third image. The woman turns her head to glance at the man.
00118,IntelligentVBench/images/Compositional_MI2V/subject2/00118_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject2/00118_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject2/00118_background.png,"In the bright sunshine outdoors, the boy in the first image plays with the dog in the second image over the background shown in the third image. The boy then tosses food, but the dog fails to catch it."
00119,IntelligentVBench/images/Compositional_MI2V/subject2/00119_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject2/00119_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject2/00119_background.png,"The cheetah in the first image runs at high speed across a grassy savanna, keeping pace with the white SUV in the second image over the background in the third image."
00120,IntelligentVBench/images/Compositional_MI2V/subject2/00120_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject2/00120_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject2/00120_background.png,"The girl with short dark hair in the first image's mouth opens and closes as she speaks over the background shown in the third image. The girl with long orange hair in the second image closes her eyes tightly, opens her mouth wide to shout."
